ID,Location Name,Latitude,Longitude,Date,Rainfall (mm),Avg Rainfall (mm),Rainfall (% anomaly)
266,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1884-12-01,36.0,29.9673,120.13
267,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-01-01,104.0,65.5847,158.57
268,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-02-01,78.0,76.7586,101.62
269,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-03-01,124.0,56.6343,218.95
270,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-04-01,58.0,25.995,223.12
271,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-05-01,0.0,3.354,0.0
272,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-06-01,0.0,0.975248,0.0
273,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-07-01,0.0,0.0530612,0.0
274,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-08-01,0.0,0.323469,0.0
275,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-09-01,0.0,1.48878,0.0
276,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-10-01,0.0,6.21735,0.0
277,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-11-01,7.0,16.8521,41.54
278,OMARURU NAMIBIA (NAMIBIA),-21.40,15.90,1885-12-01,85.0,29.9673,283.64
279,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-07-01,0.0,0.175258,0.0
280,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-08-01,0.0,0.565657,0.0
281,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-09-01,3.0,2.17822,137.73
282,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-10-01,20.0,7.26263,275.38
283,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-11-01,11.0,13.0404,84.35
284,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1883-12-01,1.0,19.5644,5.11
285,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-01-01,14.0,53.0686,26.38
286,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-02-01,13.0,56.7573,22.9
287,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-03-01,14.0,51.5294,27.17
288,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-04-01,37.0,21.1881,174.63
289,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-05-01,6.0,3.52475,170.22
290,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-06-01,0.0,0.881188,0.0
291,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-07-01,0.0,0.175258,0.0
292,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-08-01,0.0,0.565657,0.0
293,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-09-01,0.0,2.17822,0.0
294,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-10-01,1.0,7.26263,13.77
295,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-11-01,0.0,13.0404,0.0
296,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1884-12-01,19.0,19.5644,97.12
297,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-01-01,51.0,53.0686,96.1
298,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-02-01,111.0,56.7573,195.57
299,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-03-01,137.0,51.5294,265.87
300,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-04-01,29.0,21.1881,136.87
301,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-05-01,0.0,3.52475,0.0
302,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-06-01,0.0,0.881188,0.0
303,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-07-01,0.0,0.175258,0.0
304,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-08-01,0.0,0.565657,0.0
305,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-09-01,0.0,2.17822,0.0
306,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-10-01,5.0,7.26263,68.85
307,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-11-01,0.0,13.0404,0.0
308,REHOBOTH II NAMIBIA (NAMIBIA),-23.30,17.10,1885-12-01,0.0,19.5644,0.0
309,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-01-01,125.0,97.6641,127.99
310,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-02-01,32.0,81.9707,39.04
311,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-03-01,63.0,85.6647,73.54
312,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-04-01,7.0,49.8139,14.05
313,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-05-01,1.0,23.513,4.25
314,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-06-01,0.0,7.93362,0.0
315,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-07-01,6.0,7.36667,81.45
316,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-08-01,4.0,10.4696,38.21
317,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-09-01,28.0,21.9896,127.33
318,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-10-01,31.0,54.7956,56.57
319,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-11-01,53.0,76.0965,69.65
320,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1883-12-01,30.0,84.4672,35.52
321,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-01-01,40.0,97.6641,40.96
322,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-02-01,95.0,81.9707,115.9
323,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-03-01,80.0,85.6647,93.39
324,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-04-01,22.0,49.8139,44.16
325,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-05-01,31.0,23.513,131.84
326,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-06-01,18.0,7.93362,226.88
327,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-07-01,0.0,7.36667,0.0
328,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-08-01,0.0,10.4696,0.0
329,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-09-01,9.0,21.9896,40.93
330,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-10-01,58.0,54.7956,105.85
331,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-11-01,154.0,76.0965,202.37
332,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1884-12-01,49.0,84.4672,58.01
333,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-01-01,67.0,97.6641,68.6
334,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-02-01,107.0,81.9707,130.53
335,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-03-01,30.0,85.6647,35.02
336,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-04-01,38.0,49.8139,76.28
337,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-05-01,17.0,23.513,72.3
338,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-06-01,0.0,7.93362,0.0
339,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-07-01,0.0,7.36667,0.0
340,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-08-01,20.0,10.4696,191.03
341,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-09-01,117.0,21.9896,532.07
342,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-10-01,36.0,54.7956,65.7
343,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-11-01,70.0,76.0965,91.99
344,KROONSTAD. SOUTH AFRI(SOUTH AFRICA),-27.67,27.25,1885-12-01,90.0,84.4672,106.55
345,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-01-01,1.5,1.535,97.72
346,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-02-01,0.0,2.062,0.0
347,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-03-01,0.0,4.01569,0.0
348,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-04-01,2.0,7.03431,28.43
349,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-05-01,31.7,8.66436,365.87
350,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-06-01,8.2,9.342,87.78
351,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-07-01,8.2,9.74753,84.12
352,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-08-01,5.0,7.8703,63.53
353,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-09-01,4.9,4.55455,107.58
354,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-10-01,4.9,4.11753,119.0
355,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-11-01,0.0,2.58144,0.0
356,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1883-12-01,1.3,2.42041,53.71
357,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-01-01,3.1,1.535,201.95
358,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-02-01,0.5,2.062,24.25
359,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-03-01,0.0,4.01569,0.0
360,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-04-01,0.5,7.03431,7.11
361,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-05-01,9.9,8.66436,114.26
362,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-06-01,3.1,9.342,33.18
363,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-07-01,0.0,9.74753,0.0
364,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-08-01,0.0,7.8703,0.0
365,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-09-01,11.2,4.55455,245.91
366,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-10-01,0.0,4.11753,0.0
367,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-11-01,9.7,2.58144,375.76
368,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1884-12-01,0.0,2.42041,0.0
369,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-01-01,0.0,1.535,0.0
370,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-02-01,3.0,2.062,145.49
371,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-03-01,0.0,4.01569,0.0
372,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-04-01,5.0,7.03431,71.08
373,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-05-01,6.4,8.66436,73.87
374,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-06-01,3.1,9.342,33.18
375,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-07-01,0.5,9.74753,5.13
376,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-08-01,8.4,7.8703,106.73
377,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-09-01,7.4,4.55455,162.47
378,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-10-01,0.0,4.11753,0.0
379,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-11-01,5.1,2.58144,197.56
380,PORT NOLLOTH (VRT) SOUTH AFRI(SOUTH AFRICA),-29.23,16.87,1885-12-01,0.8,2.42041,33.05
381,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-01-01,0.0,5.90816,0.0
382,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-02-01,0.0,14.9794,0.0
383,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-03-01,0.0,17.7835,0.0
384,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-04-01,22.0,8.02105,274.28
385,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-05-01,0.0,4.08696,0.0
386,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-06-01,0.0,3.37113,0.0
387,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-07-01,0.0,3.14433,0.0
388,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-08-01,4.0,1.84375,216.95
389,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-09-01,0.0,2.98936,0.0
390,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-10-01,0.0,1.83721,0.0
391,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-11-01,0.0,4.72449,0.0
392,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1883-12-01,9.0,4.6383,194.04
393,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-01-01,13.0,5.90816,220.03
394,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-02-01,0.0,14.9794,0.0
395,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-03-01,0.0,17.7835,0.0
396,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-04-01,0.0,8.02105,0.0
397,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-05-01,3.0,4.08696,73.4
398,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-06-01,0.0,3.37113,0.0
399,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-07-01,0.0,3.14433,0.0
400,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-08-01,0.0,1.84375,0.0
401,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-09-01,0.0,2.98936,0.0
402,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-10-01,0.0,1.83721,0.0
403,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-11-01,6.0,4.72449,127.0
404,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1884-12-01,0.0,4.6383,0.0
405,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-01-01,1.0,5.90816,16.93
406,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-02-01,14.0,14.9794,93.46
407,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-03-01,24.0,17.7835,134.96
408,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-04-01,0.0,8.02105,0.0
409,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-05-01,5.0,4.08696,122.34
410,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-06-01,0.0,3.37113,0.0
411,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-07-01,0.0,3.14433,0.0
412,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-08-01,0.0,1.84375,0.0
413,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-09-01,0.0,2.98936,0.0
414,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-11-01,0.0,4.72449,0.0
415,PELLA SOUTH AFRI(SOUTH AFRICA),-29.00,19.10,1885-12-01,0.0,4.6383,0.0
416,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-01-01,0.0,15.5287,0.0
417,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-02-01,8.4,25.9784,32.33
418,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-03-01,0.0,27.8491,0.0
419,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-04-01,43.9,15.823,277.44
420,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-05-01,2.3,8.53478,26.95
421,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-06-01,0.0,4.75217,0.0
422,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-07-01,0.0,3.19474,0.0
423,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-08-01,0.0,3.98421,0.0
424,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-09-01,1.5,4.77965,31.38
425,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-10-01,4.1,7.35752,55.73
426,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-11-01,4.8,8.84386,54.27
427,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1883-12-01,0.0,11.1589,0.0
428,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-01-01,59.7,15.5287,384.45
429,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-02-01,0.0,25.9784,0.0
430,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-03-01,0.0,27.8491,0.0
431,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-04-01,6.9,15.823,43.61
432,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-05-01,14.0,8.53478,164.03
433,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-06-01,7.6,4.75217,159.93
434,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-07-01,0.0,3.19474,0.0
435,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-08-01,0.0,3.98421,0.0
436,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-09-01,0.0,4.77965,0.0
437,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-10-01,0.0,7.35752,0.0
438,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-11-01,27.0,8.84386,305.3
439,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1884-12-01,0.0,11.1589,0.0
440,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-01-01,0.0,15.5287,0.0
441,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-02-01,83.9,25.9784,322.96
442,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-03-01,76.3,27.8491,273.98
443,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-04-01,19.1,15.823,120.71
444,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-05-01,31.7,8.53478,371.42
445,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-06-01,0.0,4.75217,0.0
446,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-07-01,0.0,3.19474,0.0
447,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-08-01,0.0,3.98421,0.0
448,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-09-01,0.0,4.77965,0.0
449,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-10-01,25.4,7.35752,345.23
450,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-11-01,0.0,8.84386,0.0
451,KENHARDT (POL) SOUTH AFRI(SOUTH AFRICA),-29.35,21.15,1885-12-01,0.0,11.1589,0.0
452,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-01-01,67.1,62.5693,107.24
453,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-02-01,45.5,67.0561,67.85
454,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-03-01,38.9,71.2716,54.58
455,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-04-01,14.2,38.8554,36.55
456,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-05-01,5.8,18.1121,32.02
457,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-06-01,0.0,7.88921,0.0
458,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-07-01,18.3,6.55255,279.28
459,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-08-01,3.0,8.33525,35.99
460,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-09-01,3.3,14.3446,23.01
461,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-10-01,22.4,29.1186,76.93
462,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-11-01,65.8,41.9779,156.75
463,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1883-12-01,0.5,52.6321,0.95
464,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-01-01,163.8,62.5693,261.79
465,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-02-01,46.5,67.0561,69.34
466,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-03-01,119.6,71.2716,167.81
467,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-04-01,20.8,38.8554,53.53
468,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-05-01,21.6,18.1121,119.26
469,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-06-01,9.4,7.88921,119.15
470,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-07-01,0.0,6.55255,0.0
471,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-08-01,0.0,8.33525,0.0
472,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-09-01,7.9,14.3446,55.07
473,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-10-01,18.5,29.1186,63.53
474,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-11-01,21.3,41.9779,50.74
475,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1884-12-01,38.6,52.6321,73.34
476,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-01-01,5.1,62.5693,8.15
477,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-02-01,52.1,67.0561,77.7
478,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-03-01,38.6,71.2716,54.16
479,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-04-01,22.9,38.8554,58.94
480,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-05-01,14.5,18.1121,80.06
481,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-06-01,2.0,7.88921,25.35
482,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-07-01,0.0,6.55255,0.0
483,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-08-01,20.3,8.33525,243.54
484,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-09-01,38.9,14.3446,271.18
485,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-10-01,14.0,29.1186,48.08
486,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-11-01,19.1,41.9779,45.5
487,KIMBERLEY SOUTH AFRI(SOUTH AFRICA),-28.80,24.77,1885-12-01,17.3,52.6321,32.87
488,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-02-01,17.2,65.2882,26.34
489,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-03-01,48.5,71.6709,67.67
490,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-04-01,15.8,41.308,38.25
491,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-07-01,18.3,5.87701,311.38
492,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-08-01,20.3,10.5693,192.07
493,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-09-01,8.1,17.623,45.96
494,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-10-01,23.4,37.136,63.01
495,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-11-01,45.7,50.6153,90.29
496,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1883-12-01,1.8,59.0841,3.05
497,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1884-01-01,97.3,66.6155,146.06
498,BOSHOF (TNK) SOUTH AFRI(SOUTH AFRICA),-28.53,25.23,1884-02-01,68.9,65.2882,105.53
